filename	subcategory	authors	title	keywords	topics
544.xml	Panel / Multiple Paper Session	Heyworth, Gregory; Phelps, Michael; Wisnicki, Adrian; Boydston, Kenneth; Easton, Roger; Van Duzer, Chet Adam	Recovering Shared Heritage via Spectral Imaging: Problems, Solutions, Interpretations	Mulitspectral imaging; project management; image processing; maps	archives, repositories, sustainability and preservation; image processing; medieval studies; multilingual / multicultural approaches; project design, organization, management; digitisation, resource creation, and discovery; software design and development; digital humanities - facilities; interdisciplinary collaboration; renaissance studies; maps and mapping; English
736.xml	Pre-Conference Workshop and Tutorial	Organisciak, Peter; Downie, J. Stephen	Mining Texts with the Extracted Features Dataset	datasets; text analysis; large-scale collections	text analysis; data mining / text mining; English
17.xml	Poster	Kilchenmann, André; Rosenthaler, Lukas	Moving Images and the Connection to other Media Types 	moving image; annotation; transcription; multimedia platform	archives, repositories, sustainability and preservation; art history; audio, video, multimedia; film and cinema studies; historical studies; metadata; music; ontologies; software design and development; knowledge representation; internet / world wide web; hypertext; interdisciplinary collaboration; programming; cultural studies; anthropology; folklore and oral history; cultural infrastructure; semantic web; networks, relationships, graphs; linking and annotation; media studies; English
61.xml	Short Paper	Wright, Claire	The Formation of Australia’s Economic History Community, 1950 – 1970: A Multidimensional Network Analysis	intellectual history; economic history; network analysis; collaboration; co-location	historical studies; interdisciplinary collaboration; visualisation; networks, relationships, graphs; English
333.xml	Poster	Andorfer, Peter; Aspöck, Edeltraud; Ďurčo, Matej; Masur, Anja; Zaytseva, Ksenia	The DEFC-App: A Web-based Archaeological Data Management System for ‘Digitizing Early Farming Cultures’	archaeology; data management system; data modelling	archaeology; databases & dbms; digital humanities - institutional support; data modeling and architecture including hypothesis-driven modeling; digitisation, resource creation, and discovery; software design and development; information architecture; digital humanities - facilities; programming; English
285.xml	Poster	Ledzińska, Anna	The Holy and the Godless - Cultural Stereotypes Featured in the Language of the Polish Medieval Hagiography. A Corpus-based Study.	Middle Ages; Hagiography; Lexical studies; Corpus studies	corpora and corpus activities; encoding - theory and practice; lexicography; literary studies; medieval studies; scholarly editing; semantic analysis; stylistics and stylometry; text analysis; philology; xml; authorship attribution / authority; bibliographic methods / textual studies; linguistics; genre-specific studies: prose, poetry, drama; English
539.xml	Short Paper	Smeets, Jeroen; Scholtes, Johannes C.; Rasterhoff, Claartje; Schavemaker, Margriet	SMTP: Stedelijk Museum Text Mining Project	Name Extraction; Relation Networks; Community Detection; Topic Models; (Art-) Historical Research	archives, repositories, sustainability and preservation; art history; historical studies; information retrieval; GLAM: galleries, libraries, archives, museums; networks, relationships, graphs; data mining / text mining; English
206.xml	Short Paper	Romero-López, Dolores; Bueren-Gómez-Acebo, José Luis	Mnemosyne: A Smartlibrary for Rare and Forgotten Texts	Digital Libraries; rare books; European uses of the past	archives, repositories, sustainability and preservation; literary studies; spanish and spanish american studies; cultural infrastructure; English
502.xml	Poster	Škvrňák, Jan; Mertel, Adam	Linking Graph With Map For The Purpose Of Historical Research	visualisation; social network; historical reseach; linking visual data; nobility; Moravia	historical studies; medieval studies; visualisation; maps and mapping; agent modeling and simulation; English
363.xml	Long Paper	Rehberger, Dean; Thiaw, Ibrahima; Mack, Deborah; Keller, Candace; Foley, Catherine	The Lifecycle of a Digital African Studies Projects: Creating Sustainable, Equitable, and Ethical Projects	Africa; African Studies; Digital Studies; Open Access; Ethics; Sustainability; Project Management	archaeology; archives, repositories, sustainability and preservation; art history; image processing; digital humanities - nature and significance; digital humanities - institutional support; digitisation, resource creation, and discovery; french studies; digital humanities - facilities; interdisciplinary collaboration; cultural studies; copyright, licensing, and Open Access; anthropology; cultural infrastructure; English; 3D Printing; digital humanities - diversity
487.xml	Poster	Higgins, Evan; Fendt, Kurt; Cowls, Josh; Stuhl, Andy	Blacks In American Medicine Archive: Exploring Forgotten Stories	medical history; african american history; archive; storytelling; african diaspora	archives, repositories, sustainability and preservation; historical studies; interface and user experience design; internet / world wide web; GLAM: galleries, libraries, archives, museums; interdisciplinary collaboration; English; digital humanities - diversity
467.xml	Long Paper	Mehler, Alexander; Wagner, Benno; Gleim, Rüdiger	Wikidition: Towards A Multi-layer Network Model of Intertextuality 	Wikidition; text mining; multi-layer network; linkification; lexiconisation	corpora and corpus activities; natural language processing; hypertext; networks, relationships, graphs; data mining / text mining; English
216.xml	Long Paper	Frontini, Francesca; Brando, Carmen; Ganascia, Jean-Gabriel	REDEN ONLINE: Disambiguation, Linking and Visualisation of References in TEI Digital Editions	entity linking; visualization; literary criticism; TEI	geospatial analysis, interfaces and technology; literary studies; natural language processing; text analysis; french studies; content analysis; visualisation; maps and mapping; linking and annotation; data mining / text mining; English
633.xml	Short Paper	Trettien, Whitney; McDonald, Frances	Thresholds: Valuing the Creative Process in Digital Publishing 	digital publishing; creative critical scholarship	audio, video, multimedia; publishing and delivery systems; knowledge representation; authorship attribution / authority; interdisciplinary collaboration; creative and performing arts, including writing; cultural studies; English
326.xml	Poster	Weimer, Katherine Hart; Grossner, Karl	The GeoHumanities Special Interest Group: Fostering and facilitating the geospatial turn	GeoHumanities; ADHO Special Interest Group; collaborations	geospatial analysis, interfaces and technology; digital humanities - nature and significance; interdisciplinary collaboration; maps and mapping; English
310.xml	Short Paper	Khan, Fahad; Frontini, Francesca; Boschetti, Federico; Monachini, Monica	Converting the Liddell Scott Greek-English Lexicon into Linked Open Data using lemon 	Liddell Scott; ancient Greek; Linked Open Data; lemon	classical studies; lexicography; ontologies; digitisation, resource creation, and discovery; philology; linguistics; semantic web; English
103.xml	Short Paper	Kagen, Melissa	The Stanford Code Poetry Slam through Critical Code Studies	critical code studies; performance; poetics; language	literary studies; text analysis; creative and performing arts, including writing; genre-specific studies: prose, poetry, drama; english studies; English; digital humanities - multilinguality
247.xml	Poster	Wieringa, Jeri; Sharpe, Celeste	DH Bridge: Teaching Computational Thinking in the Humanities 	computational thinking; pedagogy; diversity	teaching and pedagogy; programming; digital humanities - pedagogy and curriculum; English; digital humanities - diversity
476.xml	Panel / Multiple Paper Session	Eder, Maciej; Jannidis, Fotis; Rybicki, Jan; Schöch, Christof; van Dalen, Karina	Literary Concepts: The Past and the Future 	knowledge transfer from digital humanities; literary theory; impact of digital methods	digital humanities - nature and significance; literary studies; natural language processing; text analysis; data mining / text mining; English
416.xml	Long Paper	Hu, Rui; Odobez, Jean-Marc; Gatica-Perez, Daniel	Assessing a Shape Descriptor for Analysis of Mesoamerican Hieroglyphics: A View Towards Practice in Digital Humanities 	Shape descriptor; image retrieval; Maya hieroglyph	archaeology; image processing; information retrieval; content analysis; interdisciplinary collaboration; cultural studies; English
426.xml	Short Paper	González-Blanco, Elena; Del Rio Riande, Gimena; Martinez Cantón, Clara	DH Poetry Modelling: a Quest for Philological and Technical Standardization	poetry; metrics; interoperability; tradition; standardization	literary studies; metadata; data modeling and architecture including hypothesis-driven modeling; multilingual / multicultural approaches; ontologies; prosodic studies; knowledge representation; philology; content analysis; semantic web; standards and interoperability; English
56.xml	Poster	Verbeke, Demmy; Alloing, Sam; Lannoy, Luc; Meirlaen, Matthias; Vandermeulen, Bruno; Neirinck, Ilse	Reconstructing Past Teaching	handbooks; didactic materials; library collections; digitization	archives, repositories, sustainability and preservation; historical studies; digital humanities - institutional support; metadata; digitisation, resource creation, and discovery; bibliographic methods / textual studies; digitisation - theory and practice; cultural infrastructure; English
304.xml	Long Paper	Schreibman, Susan; Benardou, Agiatis; Clivaz, Claire; Durco, Matej; Huang, Marianne; Papaki, Eliza; Scagliola, Stef; Tasovac, Toma; Wissik, Tanja	#dariahTeach: online teaching, MOOCs and beyond	online teaching; DARIAH; partnership; collaboration	audio, video, multimedia; encoding - theory and practice; interface and user experience design; teaching and pedagogy; multilingual / multicultural approaches; ontologies; project design, organization, management; digitisation, resource creation, and discovery; scholarly editing; knowledge representation; digital humanities - pedagogy and curriculum; digitisation - theory and practice; semantic web; English; digital humanities - multilinguality
119.xml	Long Paper	Jautze, Kim; van Cranenburgh, Andreas; Koolen, Corina	Topic Modeling Literary Quality 	literary quality; topic models	literary studies; stylistics and stylometry; text analysis; English
45.xml	Short Paper	Neovesky, Anna; Grüntgens, Max	Visualising Cultural Spheres – Virtual Tours and Epigraphical Data 	Virtual Cultural Heritage; Epigraphy; Digital Preservation	audio, video, multimedia; software design and development; virtual and augmented reality; interdisciplinary collaboration; programming; mobile applications and mobile design; spatio-temporal modeling, analysis and visualisation; English
365.xml	Long Paper	Cummings, James; Prag, Jonathan; Chartrand, James	Creating An EpiDoc Corpus for Ancient Sicily 	TEI; Epigraphy; Epidoc; Greek; Latin	classical studies; xml; English
289.xml	Long Paper	Haentjens Dekker, Ronald; Hoekstra, Rik; van Faassen, Marijke	Bringing Migration Data Into Context Using Digital Computational Methods 	Historical research; migration; information modelling; repository system; heterogeneous data	archives, repositories, sustainability and preservation; historical studies; information retrieval; information architecture; cultural studies; networks, relationships, graphs; English
131.xml	Short Paper	Foster, Caroline Rebecca; Pramer, Erica; Klein, Lauren	Repairing William Playfair: Digital Fabrication, Design Theory, and the Long History of Data Visualization	data visualization; media history; design theory; historical fabrication; repair	historical studies; knowledge representation; visualisation; media studies; English
195.xml	Long Paper	Morselli, Francesca; Edmond, Jennifer	Toward A Use-Value Paradigm For The Sustainability Of Digital Research	Sustainability; Research Infrastructures	archives, repositories, sustainability and preservation; metadata; publishing and delivery systems; user studies / user needs; GLAM: galleries, libraries, archives, museums; English
323.xml	Poster	Andreini, Giulio; Di Donato, Francesca; Giacomi, Danilo; Giusti, Enrico; Masotti, Raffaele	Pundit. Semantic Annotation for Digital Humanities	semantic web; resource framework; web annotation; linked open data	ontologies; digitisation, resource creation, and discovery; knowledge representation; information architecture; programming; semantic web; English
543.xml	Short Paper	Spiro, Lisa	Evaluating GitHub as a Platform of Knowledge for the Humanities	GitHub; collaboration; openness; platforms	archives, repositories, sustainability and preservation; project design, organization, management; user studies / user needs; digital humanities - facilities; interdisciplinary collaboration; cultural infrastructure; English
488.xml	Short Paper	Beaudouin, Valérie; Pehlivan, Zeynep	The Great War on the Web: the Making of Citing and Referencing by Amateurs	digitized heritage; web archives; WW1; network; amateurs	digitisation, resource creation, and discovery; text analysis; user studies / user needs; internet / world wide web; hypertext; networks, relationships, graphs; media studies; English
209.xml	Short Paper	Webb, Sharon; Grant, Rebecca	Preserving Ireland’s Digital Cultural Identity towards 2116	cultural memory; digital preservation; trusted digital repository	archives, repositories, sustainability and preservation; English
191.xml	Short Paper	Kemman, Max	Trading Zones of Digital History	collaboration; digital history; practices; trading zone; acculturation	digital humanities - nature and significance; interdisciplinary collaboration; English
636.xml	Panel / Multiple Paper Session	Ortega, Elika; O'Sullivan, James; Grigar, Dene	Intersectional Scholarship in Electronic Literature and Digital Humanities	electronic literature; materiality; computational analysis; preservation; collection	archives, repositories, sustainability and preservation; interface and user experience design; literary studies; text analysis; virtual and augmented reality; English
516.xml	Long Paper	Mäkelä, Eetu; Säily, Tanja; Nevalainen, Terttu	Khepri - a Modular View-Based Tool for Exploring (Historical Sociolinguistic) Data 	tools; data exploration; user-centered design; historical sociolinguistics	corpora and corpus activities; interface and user experience design; metadata; software design and development; user studies / user needs; interdisciplinary collaboration; linguistics; visualisation; semantic web; English
157.xml	Poster	Angeletaki, Alexandra; Benardou, Agiatis; Chatzidiakou, Nephelie; Papaki, Eliza	Playing With Cultural Heritage Through Digital Gaming: The New Narrative of the ARK4 Project	GLAM; gaming platform; young users; user requirements; qualitative data	audio, video, multimedia; interface and user experience design; software design and development; user studies / user needs; games and meaningful play; GLAM: galleries, libraries, archives, museums; interdisciplinary collaboration; cultural infrastructure; English; digital humanities - diversity
240.xml	Short Paper	Nanni, Federico; Ruiz Fabo, Pablo	Entities as topic labels: improving topic interpretability and evaluability combining Entity Linking and Labeled LDA	topic modeling; labeled lda; entity linking; interpretability; evaluation	information retrieval; natural language processing; text analysis; content analysis; data mining / text mining; English
98.xml	Long Paper	Wisnicki, Adrian S.; Kumari, Ashanka	The Manuscripts of David Livingstone and New Frontiers for Spectral Imaging	spectral imaging; manuscripts; Victorian; empire; Africa	archives, repositories, sustainability and preservation; image processing; audio, video, multimedia; historical studies; literary studies; digitisation, resource creation, and discovery; scholarly editing; text analysis; knowledge representation; authorship attribution / authority; content analysis; bibliographic methods / textual studies; interdisciplinary collaboration; cultural studies; standards and interoperability; English
94.xml	Long Paper	Trilcke, Peer; Fischer, Frank; Göbel, Mathias; Kampkaspar, Dario	Theatre Plays as 'Small Worlds'? Network Data on the History and Typology of German Drama, 1730–1930 	network analysis; small worlds; literary history; drama	corpora and corpus activities; literary studies; german studies; networks, relationships, graphs; English
161.xml	Long Paper	Wieneke, Lars; Düring, Marten; Guido, Daniele	Introducing HistoGraph 2: Exploration of Cultural Heritage Documents Based on Co-Occurrence Graphs	co-occurrences; graph-based exploration; cultural heritage; crowdsourcing	archives, repositories, sustainability and preservation; audio, video, multimedia; historical studies; interface and user experience design; software design and development; knowledge representation; information architecture; GLAM: galleries, libraries, archives, museums; visualisation; crowdsourcing; networks, relationships, graphs; linking and annotation; English
230.xml	Short Paper	Robles-Gómez, Antonio; González-Blanco, Elena; Ros, Salvador; Del Rio Riande, Gimena; Hernández, Roberto; Tobarra, Llanos; Caminero, Agustín C.; Pastor, Rafael	Researchers’ perceptions of DH trends and topics in the English and Spanish-speaking community. DayofDH data as a case study.	Topic Characterization; Data Mining; Visual Analytics; Blogging;	digital humanities - nature and significance; digital humanities - institutional support; content analysis; digital humanities - facilities; digital humanities - pedagogy and curriculum; data mining / text mining; English; digital humanities - diversity; digital humanities - multilinguality
290.xml	Long Paper	Evert, Stefan; Jannidis, Fotis; Proisl, Thomas; Vitt, Thorsten; Schöch, Christof; Pielström, Steffen; Reger, Isabella	Outliers or Key Profiles? Understanding Distance Measures for Authorship Attribution 	Delta; distance measures; normalization	literary studies; stylistics and stylometry; text analysis; french studies; authorship attribution / authority; english studies; german studies; data mining / text mining; English
59.xml	Short Paper	Heuvel, Charles van den; Armaselu, Florentina	Invisible Cities In Literature And History: Interfaces To Scalable Readings Of Textual And Visual Representations Of The Imaginary	interface design; scholarly editing of text and image; Z-text model; scalable reading; digital hermeneutics	historical studies; digital humanities - nature and significance; interface and user experience design; literary studies; scholarly editing; knowledge representation; italian studies; visualisation; linking and annotation; English
127.xml	Short Paper	Das Gupta, Vinayak; Rooney, Neale; Schreibman, Susan	Notes from the Transcription Desk: Modes of engagement between the community and the resource of the Letters of 1916	Letters; Easter Rising; First World War; Transcriber; Crowdsourcing	encoding - theory and practice; historical studies; project design, organization, management; user studies / user needs; cultural studies; crowdsourcing; English
728.xml	Pre-Conference Workshop and Tutorial	Scholz, Martin; Merz, Dorian; Goerz, Guenther	Working with WissKI – A Virtual Research Environment for Object Documentation and Object-Based Research 	WissKI; virtual research environment; knowledge modelling; CIDOC CRM; annotations	ontologies; text analysis; knowledge representation; information architecture; interdisciplinary collaboration; semantic web; English
492.xml	Long Paper	Wiesner, Susan L.; Cuykendall, Shannon; Soutar-Rau, Ethan; Stalnaker, Rommie L.; Schiphorst, Thecla; Bradley, Karen	Schrifttanz: Written Dance/Movement Poems	interactive-movement design; body-centric design; kinesthetic experience; dance; poetry	software design and development; interdisciplinary collaboration; creative and performing arts, including writing; English
21.xml	Pre-Conference Workshop and Tutorial	Kretzschmar, William; Burkette, Allison; Hettel, Jacqueline	Big Data: Complex Systems and Text Analysis	complex systems; big data; text mining	corpora and corpus activities; data modeling and architecture including hypothesis-driven modeling; stylistics and stylometry; text analysis; linguistics; data mining / text mining; English
245.xml	Long Paper	Anderson, Deborah; Pallán Gayol, Carlos	Unlocking The Mayan Script With Unicode	Unicode; Mayan; hieroglyphs; encoding	archaeology; information retrieval; standards and interoperability; English
6.xml	Long Paper	Carter, Bryan Wilson	The Evolution of Virtual Harlem: Bringing the Jazz Age to Life	virtual reality; augmented reality; virtual harlem; motion capture	audio, video, multimedia; virtual and augmented reality; games and meaningful play; cultural studies; agent modeling and simulation; English; digital humanities - diversity
584.xml	Long Paper	di Lenardo, Isabella; Seguin, Benoit; Kaplan, Frédéric	Visual Patterns Discovery in Large Databases of Paintings	art history; search engine; patterns; deep learning; convolutional neural networks	art history; image processing; renaissance studies; English
93.xml	Short Paper	Forsyth, Richard Sandes	Toccata : Text-Oriented Computational Classifier Applicable To Authorship	authorship; classification; cross-validation; stylometry.	natural language processing; stylistics and stylometry; text analysis; authorship attribution / authority; programming; English
390.xml	Poster	Beretta, Francesco; Alamercery, Vincent; Ferhod, Djamel	The symogih.org Project: Towards an International Consortium 	Digital History; Database; Interoperability; User Community; Multilingualism	corpora and corpus activities; databases & dbms; historical studies; data modeling and architecture including hypothesis-driven modeling; ontologies; user studies / user needs; knowledge representation; information architecture; internet / world wide web; interdisciplinary collaboration; semantic web; spatio-temporal modeling, analysis and visualisation; linking and annotation; English
111.xml	Panel / Multiple Paper Session	Nanni, Federico; Ben-David, Anat; Brügger, Niels; Dougherty, Meghan; Milligan, Ian; Winters, Jane	Web Historiography - A New Challenge for Digital Humanities?	web archives; web history; web historiography; internet studies; digital history	archives, repositories, sustainability and preservation; historical studies; internet / world wide web; media studies; English
462.xml	Short Paper	Jannidis, Fotis; Reger, Isabella; Krug, Markus; Weimer, Lukas; Macharowsky, Luisa; Puppe, Frank	Comparison of Methods for the Identification of Main Characters in German Novels	character networks; evaluation	literary studies; text analysis; german studies; networks, relationships, graphs; English
271.xml	Long Paper	Mäkelä, Eetu; Lindquist, Thea; Hyvönen, Eero	CORE - A Contextual Reader based on Linked Data 	contextualization; linked data; close reading; uses of GLAM data	information retrieval; interface and user experience design; metadata; natural language processing; publishing and delivery systems; semantic analysis; text analysis; internet / world wide web; GLAM: galleries, libraries, archives, museums; interdisciplinary collaboration; visualisation; semantic web; linking and annotation; English
586.xml	Poster	Piasecki, Maciej; Walkowiak, Tomasz; Eder, Maciej	WebSty – an Open Web-based System for Exploring Stylometric Structures in Document Collections	stylometry; text classification; web-based system; distributed processing; NLP	natural language processing; software design and development; stylistics and stylometry; text analysis; information architecture; authorship attribution / authority; content analysis; linguistics; programming; data mining / text mining; English
442.xml	Long Paper	Rigal, Alexandre; Rodighiero, Dario; Cellard, Loup	The Trajectories Tool: Amplifying Network Visualization Complexity	Data Visualization; Trajectories; Actor-Network Theory; Digital Humanities; Timeline; Movement	visualisation; English
308.xml	Poster	Baude, Olivier; Joffres, Adeline; Larrousse, Nicolas; Pouyllau, Stéphane	Interoperability: a new horizon for data sharing in Humanities and Social Sciences. The input of three digital services developed by Huma-Num 	infrastructure; interoperability; digital facility; semantic web	archives, repositories, sustainability and preservation; corpora and corpus activities; digitisation, resource creation, and discovery; digital humanities - facilities; French
184.xml	Poster	Steiner, Christian	Cantus Network – a Semantically Enriched Digital Edition of Libri Ordinarii of the Salzburg Metropolitan Province	Cantus; MEI; Libri Ordinarii; Liturgy; Chants	archives, repositories, sustainability and preservation; metadata; music; knowledge representation; linking and annotation; English
565.xml	Poster	Papaki, Eliza; O'Sullivan, James; Rojas, Antonio	Curating Community: Building A Communications Strategy For The European Association For Digital Humanities	Social media; Digital Humanities; Scholarly Communications; EADH	internet / world wide web; interdisciplinary collaboration; social media; networks, relationships, graphs; English; digital humanities - diversity; digital humanities - multilinguality
297.xml	Long Paper	van Hulle, Dirk; Kestemont, Mike	Stylochronometry and the Periodization of Samuel Beckett’s Prose	Stylometry; Stylochronometry; diachronic models; Samuel Beckett; oeuvre	literary studies; stylistics and stylometry; french studies; english studies; English
84.xml	Long Paper	Garbee, Elizabeth Winfree	Pulp Science Fiction's Legacy to Women in Science 	corpus linguistics; science fiction; gender studies; STEM	archives, repositories, sustainability and preservation; corpora and corpus activities; gender studies; text analysis; linguistics; digital humanities - pedagogy and curriculum; English; digital humanities - diversity
340.xml	Long Paper	Würsch, Marcel; Bärtschi, Michael; Ingold, Rolf; Liwicki, Marcus	DIVAServices-Spotlight – Experimenting with Document Image Analysis Methods in the Web	web services; web interface; method testing; document image analysis	image processing; interface and user experience design; software design and development; programming; English
182.xml	Long Paper	Choiński, Michał; Rybicki, Jan	Jonathan Edwards and Thomas Foxcroft: In Pursuit of Stylometric Traces of the Editor	American colonial literature; stylometry; authorial attribution; editorial attribution; religious writing	literary studies; stylistics and stylometry; authorship attribution / authority; english studies; English
529.xml	Long Paper	Sayers, Jentery; Chan, Tiffany	Using Computer Numerical Control Techniques to Prototype Media History	rapid prototyping; 3D modelling; reverse engineering; media archaeology; computer numerical control	archives, repositories, sustainability and preservation; audio, video, multimedia; historical studies; data modeling and architecture including hypothesis-driven modeling; project design, organization, management; digitisation, resource creation, and discovery; GLAM: galleries, libraries, archives, museums; interdisciplinary collaboration; creative and performing arts, including writing; cultural studies; digitisation - theory and practice; media studies; English; 3D Printing
296.xml	Long Paper	Eder, Maciej; Górski, Rafał	Historical Linguistics’ New Toys, or Stylometry Applied to the Study of Language Change 	historical linguistics; stylometry; language development; language change	natural language processing; stylistics and stylometry; text analysis; authorship attribution / authority; linguistics; English
702.xml	Pre-Conference Workshop and Tutorial	Nugues, Pierre; Borin, Lars; Fargier, Nathalie; Johansson, Richard; Reiter, Nils; Tonelli, Sara	From Digitization to Knowledge: Resources and Methods for Semantic Processing of Digital Works/Texts	text collections; semantic processing; entity linking; framenets	archives, repositories, sustainability and preservation; information retrieval; natural language processing; ontologies; semantic analysis; knowledge representation; content analysis; bibliographic methods / textual studies; linking and annotation; data mining / text mining; English
602.xml	Short Paper	Herrmann, J. Berenike; Lauer, Gerhard	KARREK: Building and Annotating a Kafka/Reference Corpus	Korpus; Kafka; Stil; POS; Literarische Moderne	corpora and corpus activities; literary studies; metadata; digitisation, resource creation, and discovery; stylistics and stylometry; text analysis; philology; xml; linguistics; query languages; genre-specific studies: prose, poetry, drama; german studies; linking and annotation; English
687.xml	SIG endorsed pre-conference workshop	Brando, Carmen; Frontini, Francesca	A Place for Places: Current Trends and Challenges in the Development and Use of Geo-Historical Gazetteers 	geo-historical gazetteers; linked data publication and consumption; spatio-temporal ontologies; toponym annotation and geoparsing; visualisation	geospatial analysis, interfaces and technology; natural language processing; ontologies; semantic web; maps and mapping; spatio-temporal modeling, analysis and visualisation; linking and annotation; English
322.xml	Panel / Multiple Paper Session	Harrower, Natalie; Grant, Rebecca	Digital Data Sharing: Opportunities and Challenges of Opening Research	research data; interoperability; archiving; preservation; open access	archives, repositories, sustainability and preservation; audio, video, multimedia; metadata; GLAM: galleries, libraries, archives, museums; digital humanities - facilities; copyright, licensing, and Open Access; cultural infrastructure; standards and interoperability; English
505.xml	Panel / Multiple Paper Session	Witt, Andreas; Kamocki, Paweł	When DH Meets Law: Problems, Solutions, Perspectives 	copyright; data protection; law; Open Access; stylometry	project design, organization, management; law; copyright, licensing, and Open Access; English
547.xml	Poster	Ermolaev, Natalia; Gleissner, Philip	The Digital Émigré: Russian Periodical Studies and DH in the Slavic Fields	Literary Studies; Project Design; Russian; Slavic Studies	archives, repositories, sustainability and preservation; encoding - theory and practice; literary studies; multilingual / multicultural approaches; project design, organization, management; philology; English; digital humanities - multilinguality
485.xml	Poster	Reckziegel, Martin; Jänicke, Stefan; Scheuermann, Gerik	CTRaCE: Canonical Text Reader and Citation Exporter 	user interface; citation; visualisation; close reading	interface and user experience design; software design and development; visualisation; linking and annotation; English
561.xml	Long Paper	Szabo, Victoria	The North Carolina Jukebox Project: Archives Alive and the Making of Digital Cultural Heritage	music; public humanities; digital cultural heritage; exhibition; pedagogy	archives, repositories, sustainability and preservation; audio, video, multimedia; historical studies; music; project design, organization, management; digitisation, resource creation, and discovery; interdisciplinary collaboration; digital humanities - pedagogy and curriculum; folklore and oral history; media studies; English
42.xml	Poster	Khulusi, Richard; Jänicke, Stefan	On the Distant Reading of Musicians' Biographies 	Interactive Visual Exploration; Musicians' Biographies; Bayerisches Musiker Lexikon Online	interface and user experience design; music; visualisation; English
609.xml	Short Paper	Lang, Anouk; Pritzker, Robyn	All in the Family: Testing Burrows’ Delta on Robert Louis Stevenson’s Collaboratively Authored Volumes The Dynamiter and The Wrecker	stylo; stylometry; Stevenson; R; authorship attribution	stylistics and stylometry; authorship attribution / authority; english studies; English
57.xml	Poster	Arfaioli, Maurizio	ITAF: Rewiring the Italian ‘Nation’ of the Army of Flanders (1567-1714)	military; history; Belgium; Italy; Spain	archives, repositories, sustainability and preservation; databases & dbms; historical studies; italian studies; spanish and spanish american studies; cultural studies; renaissance studies; English
519.xml	Long Paper	Lester, Connie Lee	Harvesting History: Democratizing The Past Through The Digitization Of Community History	History Harvest; community; democratization; RICHES; student projects	historical studies; teaching and pedagogy; digital humanities - pedagogy and curriculum; folklore and oral history; English; digital humanities - diversity
610.xml	Poster	Wandl-Vogt, Eveline; Barbera, Roberto; La Rocca, Giuseppe; Calanducci, Antonio; Kalman, Tibor; Ulfarsdottir, Thordis; Skofic, Jozica; Waniakova, Jadwiga	Beyond Digital Humanities? Furthering the Exploration of Language Diversity and Pan-European Culture by Means of Transdisciplinary Research Infrastructures: Introducing the new DARIAH CC Science Gateway 	Research Infrastructure; Open Science Commons; Lexicography; Lexicology; Collaboration	lexicography; other; interdisciplinary collaboration; cultural infrastructure; English; digital humanities - diversity
34.xml	Short Paper	Clavert, Frédéric	#ww1. The Great War on Twitter	ww1; digital history; text analysis; twitter; social networks on line	historical studies; text analysis; data mining / text mining; English
170.xml	Long Paper	Tolonen, Mikko; Ilomäki, Niko; Roivainen, Hege; Lahti, Leo	Printing in a Periphery: a Quantitative Study of Finnish Knowledge Production, 1640-1828	metadata; fennica; kungliga; knowledge production; library	databases & dbms; geospatial analysis, interfaces and technology; historical studies; information retrieval; literary studies; metadata; multilingual / multicultural approaches; ontologies; philosophy; digitisation, resource creation, and discovery; scholarly editing; knowledge representation; information architecture; bibliographic methods / textual studies; interdisciplinary collaboration; programming; visualisation; cultural infrastructure; maps and mapping; networks, relationships, graphs; media studies; English
531.xml	Panel / Multiple Paper Session	Brown, Susan; Clement, Tanya; Mandell, Laura; Verhoeven, Deb; Wernimont, Jacque	Creating Feminist Infrastructure in the Digital Humanities	feminism; infrastructure; collaboration; training	archives, repositories, sustainability and preservation; gender studies; digital humanities - nature and significance; digital humanities - pedagogy and curriculum; cultural infrastructure; English; digital humanities - diversity
613.xml	Short Paper	Chassanoff, Alexandra M	Constructing Evidence in the Photographic Archive: The Experience of Digital Humanists	digital archives; digital historiography; information needs; information use	archives, repositories, sustainability and preservation; metadata; digitisation, resource creation, and discovery; user studies / user needs; knowledge representation; English
721.xml	Pre-Conference Workshop and Tutorial	Meier, Wolfgang; Turska, Magdalena	TEI Processing Model Toolbox: Power To The Editor 	TEI Processing Model; eXistdb; TEI; TEI Simple; publishing	publishing and delivery systems; xml; English
272.xml	Poster	Moldovan, Corina-Elena	Challenges in Setting up a Digital Humanities Centre in Romania	digital humanities; centre; institution; society	digital humanities - nature and significance; digital humanities - institutional support; digital humanities - facilities; digital humanities - pedagogy and curriculum; crowdsourcing; history of Humanities Computing/Digital Humanities; digitisation - theory and practice; cultural infrastructure; English; digital humanities - diversity; digital humanities - multilinguality
262.xml	Poster	Cheema, Muhammad Faisal; Jänicke, Stefan; Scheuermann, Gerik	Enhancing Close Reading 	Close Reading; Distant Reading; Annotations	interface and user experience design; literary studies; text analysis; knowledge representation; visualisation; linking and annotation; English
387.xml	Long Paper	Dunst, Alexander; Hartel, Rita; Hohenstein, Sven; Laubrock, Jochen	Corpus Analyses of Multimodal Narrative: The Example of Graphic Novels	Graphic Novel; Eye-Tracking; Corpus Studies; Annotation Tools; Image Processing	corpora and corpus activities; image processing; audio, video, multimedia; digitisation, resource creation, and discovery; xml; interdisciplinary collaboration; english studies; visualisation; English
